id,ticker
1794,TECHNOE
1796,SHUBHLAXMI
1808,IRIS
1811,NYKAA
1812,GRPLTD
1819,LAXMICOT
1820,FINOPB
1821,NIDAN
1822,SONATSOFTW
1823,GENUSPAPER
1825,SJS
1828,POLICYBZR
1829,SIGACHI
1830,FOODSIN
1835,PAYTM
1836,IVC
1837,MOLDTKPAC
1838,SAPPHIRE
1839,JINDALSTEL
1847,MARSHALL
1848,NIPPOBATRY
1849,SBC
1850,STEELCAS
1852,LATENTVIEW
1855,FOCUS
1856,SMLT
1857,GREENLAM
1858,DHRUV
1859,BAJAJHCARE
1876,VARDMNPOLY
1881,VISHNU
1882,RPPL
1885,MODIRUBBER
1888,TARSONS
1889,GANECOS
1890,LINC
1891,MENONBE
1893,GOCOLORS
1894,DMCC
1903,BSOFT
1907,SHIVALIK
1910,ASIANENE
1921,HESTERBIO
1923,ACCELYA
1926,STARHEALTH
1929,SEJALLTD
1932,TEGA
1934,JMA
1944,ZODIAC
1947,ANANDRATHI
1956,SPMLINFRA
1957,MICEL
1958,RATEGAIN
1964,SHRIRAMPPS
1967,SREINFRA
1969,JETFREIGHT
1971,MAPMYINDIA
1972,HCLTECH
1973,METROBRAND
1974,MEDPLUS
1975,UDAICEMENT
1976,JTLIND
1979,VISESHINFO
1988,DCMSRIND
1989,EUROBOND
1992,DATAPATTNS
1994,STAR
1995,HPAL
1997,FOCE
1998,SUPRIYA
1999,RAJESHEXPO
2000,GLENMARK
2001,NILASPACES
2003,MANAKCOAT
2004,MANAKALUCO
2006,HECPROJECT
2009,MANAKSTEEL
2012,WOCKPHARMA
2013,ZENTEC
2017,TREJHARA
2020,LCCINFOTEC
2036,NRBBEARING
2037,UNITEDPOLY
2038,CMSINFO
2040,SHREERAMA
2049,IMAGICAA
2051,KOHINOOR
2052,MONARCH
2081,BCONCEPTS
2083,UNIINFO
2084,TIMESCAN
2094,WEL
2098,BIL
2099,RAMCOSYS
2100,INOXWIND
2107,GEPIL
2116,KREBSBIO
2117,MHLXMIRU
2125,LFIC
2132,BYKE
2133,AGSTRA
2134,ZYDUSLIFE
2135,AVANTIFEED
2137,PRECISION
2138,MALLCOM
2144,GRWRHITECH
2155,CINEVISTA
2159,MAHLIFE
2160,KTKBANK
2165,DALBHARAT
2168,CROWN
2169,AWL
2170,RPSGVENT
2175,AJANTPHARM
2179,BLBLIMITED
2185,DEVIT
2186,MEGASTAR
2187,FIBERWEB
2188,SPENCERS
2189,MANYAVAR
2190,SAGARDEEP
2204,MADHAVBAUG
2205,SOFTTECH
2208,ANTGRAPHIC
2217,PRITI
2219,BLUESTARCO
2248,SHIGAN
2249,CALSOFT
2252,HAVISHA
2253,RUCHINFRA
2254,VIPULLTD
2255,RSSOFTWARE
2256,RAJRILTD
2263,MITCON
2264,XELPMOC
2265,TVSMOTOR
2277,GATEWAY
2278,SURANI
2284,CHALET
2289,COOLCAPS
2300,NLCINDIA
2304,AKSHOPTFBR
2305,MSUMI
2306,KNAGRI
2307,SWARAJ
2308,INDOBORAX
2317,BLUECHIP
2319,VETO
2321,DIL
2334,MUKTAARTS
2340,VRLLOG
2346,DCMFINSERV
2353,SHAILY
2355,PROPEQUITY
2356,PNBGILTS
2357,ANSALAPI
2361,MEP
2366,KRISHNADEF
2367,MOTOGENFIN
2368,OBCL
2369,ZENITHEXPO
2370,SONAMCLOCK
2371,PRIVISCL
2372,AVROIND
2373,GAEL
2374,BCG
2375,USHAMART
2376,UMAEXPORTS
2377,INDRAMEDCO
2378,CHOICEIN
2379,KEEPLEARN
2381,VERANDA
2382,UNITECH
2383,MINDPOOL
2388,E2E
2389,RITCO
2390,ELDEHSG
2391,TTML
2392,HARDWYN
2393,HARIOMPIPE
2395,PARASPETRO
2398,NOVARTIND
2399,ANUP
2400,VCL
2401,JSLL
2402,UFO
2403,AGROPHOS
2405,ROTO
2406,REGENCERAM
2407,PIXTRANS
2409,SOMATEX
2410,ARVINDFASN
2411,INDOAMIN
2412,TIPSINDLTD
2417,BALAJITELE
2431,TPLPLASTEH
2438,NILAINFRA
2440,ARROWGREEN
2444,KRITIKA
2445,GINNIFILA
2446,STARTECK
2447,STLTECH
2449,PNC
2453,IOB
2455,TAJGVK
2456,MSTCLTD
2458,CAMPUS
2459,LEMERITE
2464,PNCINFRA
2465,CREATIVEYE
2466,RAINBOW
2467,SILVERTUC
2468,SKIPPER
2471,AXISCADES
2481,LICI
2498,SAKAR
2499,RVNL
2500,PRUDENT
2501,AKSHAR
2502,KHFM
2503,MAHESHWARI
2504,METROPOLIS
2506,POLYCAB
2507,VENUSPIPES
2508,DELHIVERY
2510,ICDSLTD
2511,SPLPETRO
2515,KHANDSE
2519,RELCHEMQ
2522,MEDICO
2523,HIKAL
2527,SOUTHWEST
2528,KPITTECH
2529,TRIDENT
2541,PARADEEP
2542,ETHOSLTD
2543,EMUDHRA
2544,GSTL
2545,EASTSILK
2561,AETHER
2562,HAVELLS
2575,RILINFRA
2576,FIDEL
2577,WEWIN
2578,NEXTMEDIA
2585,GOLDTECH
2586,CHEVIOT
2587,TNTELE
2589,SMARTLINK
2590,AIRAN
2591,AXITA
2597,NEOGEN
2598,ALANKIT
2602,VIKASLIFE
2605,ONEPOINT
2614,POONAWALLA
2623,EMAMIPAP
2624,GUJRAFFIA
2625,GODREJCP
2626,ORICONENT
2628,BALKRISHNA
2629,SHYAMCENT
2647,ADANITRANS
2651,MANORAMA
2656,CONFIPET
2657,SYNGENE
2661,EMKAYTOOLS
2670,KAYA
2671,NGLFINE
2672,AYMSYNTEX
2674,PPL
2675,RAMASTEEL
2676,AURUM
2677,MWL
2678,PKTEA
2679,SKP
2689,RADHIKAJWE
2690,DGCONTENT
2691,CSLFINANCE
2704,JISLJALEQS
2706,STEELCITY
2707,KSHITIJPOL
2708,MUTHOOTCAP
2709,DYCL
2711,LUPIN
2714,SATIN
2716,ARVSMART
2725,POWERMECH
2732,RAMRAT
2750,SHARDAMOTR
2761,NAVKARCORP
2765,RAMAPHO
2767,KRBL
2768,MPSLTD
2769,MARKSANS
2770,TCI
2772,SHREEPUSHK
2773,LOYALTEX
2774,GUJGASLTD
2775,BHARTIARTL
2776,USASEEDS
2777,SADBHIN
2782,ASAL
2783,OLECTRA
2797,PONNIERODE
2798,PNB
2806,VEEKAYEM
2808,TIMESGTY
2815,INDIAMART
2816,SPORTKING
2818,OFSS
2824,UNIONBANK
2825,APTECHT
2829,OAL
2830,AHIMSA
2836,NOIDATOLL
2837,NUCLEUS
2839,SYRMA
2840,CANBK
2843,SEYAIND
2865,DREAMFOLKS
2866,4THDIM
2867,GRMOVER
2873,JFLLIFE
2874,KORE
2875,DBOL
2876,AMEYA
2879,GENESYS
2885,OMAXAUTO
2887,GODREJIND
2891,DIVISLAB
2896,TMB
2897,STCINDIA
2911,VIVIANA
2912,MEGAFLEX
2914,SABAR
2915,TAPIFRUIT
2916,RADICO
2917,INDORAMA
2918,ISHAN
2919,MARUTI
2921,ABINFRA
2922,INFOBEAN
2923,SANGINITA
2925,DCMNVL
2926,SATIA
2927,SIRCA
2928,SECURKLOUD
2930,KSOLVES
2931,NATHBIOGEN
2932,AGRITECH
2934,LIBAS
2939,SUMIT
2940,SHRENIK
2942,CREATIVE
2946,HARSHA
2947,COFFEEDAY
2948,CLOUD
2949,IDFCFIRSTB
2952,INDIGO
2953,ANNAPURNA
2954,KANDARP
2955,SHK
2957,VARDHACRLC
2958,UCOBANK
2960,BAGFILMS
2963,SUVEN
2964,JSL
2965,NSIL
2967,PERFECT
2968,WELSPUNIND
2970,JAIBALAJI
2972,IGL
2973,TVSELECT
2975,DREDGECORP
2977,TVTODAY
2986,UPL
2991,UNIENTER
2994,SIL
2996,LUXIND
2998,BALAXI
3004,MUKANDLTD
3011,AFFLE
3012,PETRONET
3014,PTC
3016,DHANBANK
3018,VAIBHAVGBL
3021,TTKHLTCARE
3023,BIOCON
3024,TIPSFILMS
3025,MAHABANK
3027,UMANGDAIRY
3029,ZOTA
3030,SALZERELEC
3036,XPROINDIA
